DoctorID,Name,Specialization,HospitalID
DOC3933,Any,Oncology,HOS9999
DOC3934,Everyone,Orthopedics,HOS0018
DOC3935,Until,Orthopedics,HOS0007
DOC3936,Government,Oncology,HOS0002
DOC3937,Live,Pediatrics,HOS0019
DOC3938,Program,Pediatrics,HOS0005
DOC3939,Never,General Medicine,HOS0012
DOC3940,Available,General Medicine,HOS0011
DOC3941,Know,Orthopedics,HOS0017
DOC3942,Finally,Cardiology,HOS0007
DOC3943,Only,ORTHOPEDICS,HOS0003
DOC3944,Member,Cardiology,HOS0018
DOC3945,Pick,Oncology,HOS9999
DOC3946,Social,Pediatrics,HOS0018
DOC3947,Happen,Oncology,HOS9999
DOC3948,Have,Neurology,HOS0016
DOC3949,Something,Oncology,HOS0013
DOC3950,Truth,Oncology,HOS0007
DOC3951,Collection,GENERAL MEDICINE,HOS0011
DOC3952,Will,General Medicine,HOS0009
DOC3953,Television,Orthopedics,HOS0018
DOC3954,Trial,Orthopedics,HOS0012
DOC3955,Story,Oncology,HOS0018
DOC3956,Partner,Orthopedics,HOS0009
DOC3957,Pick,oncology,HOS0002
DOC3958,Paper,General Medicine,HOS0013
DOC3959,Less,Pediatrics,HOS0003
DOC3960,Five,Pediatrics,HOS0010
DOC3961,Possible,Cardiology,HOS0018
DOC3962,Business,Oncology,HOS0007
DOC3963,Air,Pediatrics,HOS0016
DOC1085,Thank,Pediatrics,HOS0017
DOC3965,Guess,general medicine,HOS0010
DOC3966,Executive,NEUROLOGY,HOS0004
DOC3967,Seek,Orthopedics,HOS0017
DOC3968,Individual,General Medicine,HOS0013
DOC3969,New,Orthopedics,HOS0008
DOC3970,Effect,General Medicine,HOS0011
DOC3971,Marriage,Oncology,HOS0011
DOC3972,Discussion,Pediatrics,HOS0020
DOC3973,Without,Oncology,HOS0011
DOC1123,Effort,Oncology,HOS0019
DOC3975,In,Oncology,HOS0009
DOC3976,Professional,Pediatrics,HOS0013
DOC3977,Now,Neurology,HOS0011
DOC3978,Environmental,Oncology,HOS0009
DOC3979,Minute,Oncology,HOS0002
DOC1713,Improve,Cardiology,HOS0009
DOC3981,Teach,Orthopedics,HOS0005
DOC3982,Difference,Pediatrics,HOS0017
DOC3983,Wife,Oncology,HOS0010
DOC3984,Score,Cardiology,HOS0006
DOC3985,Offer,Pediatrics,HOS0019
DOC3986,Safe,Pediatrics,HOS0019
DOC3987,Box,Oncology,HOS0011
DOC3988,Language,General Medicine,HOS0011
DOC3989,Effect,General Medicine,HOS0017
DOC3990,Environmental,Neurology,HOS0015
DOC3991,All,General Medicine,HOS0019
DOC3992,Fill,Oncology,HOS0004
DOC3993,Interview,General Medicine,HOS0016
DOC3994,Weight,General Medicine,HOS0020
DOC3995,Issue,Orthopedics,HOS0020
DOC3996,Glass,Orthopedics,HOS0008
DOC3997,Blood,Orthopedics,HOS0002
DOC3998,New,Orthopedics,HOS0016
DOC3999,Hundred,General Medicine,HOS0018
DOC4000,Off,Pediatrics,HOS0015
DOC4001,Full,Neurology,HOS0017
DOC4002,Newspaper,ORTHOPEDICS,HOS0017
DOC4003,Type,Orthopedics,HOS0010
DOC4004,Good,Cardiology,HOS0011
DOC4005,Page,Neurology,HOS0006
DOC4006,Majority,Cardiology,HOS0018
DOC4007,Remember,Oncology,HOS0003
DOC4008,Ground,Oncology,HOS0004
DOC4009,Make,Cardiology,HOS0006
DOC4010,Deal,Neurology,HOS0006
DOC4011,Cover,General Medicine,HOS0014
DOC4012,Some,Pediatrics,HOS0009
DOC4013,Pretty,General Medicine,HOS0009
DOC4014,Across,Pediatrics,HOS0002
DOC4015,Open,Cardiology,HOS0011
DOC4016,Style,Cardiology,HOS0006
DOC4017,Matter,Neurology,HOS0007
DOC4018,Industry,Cardiology,HOS0020
DOC4019,Family,Cardiology,HOS0009
DOC4020,First,orthopedics,HOS0005
DOC4021,Author,Pediatrics,HOS0001
DOC4022,Black,Cardiology,HOS0013
DOC4023,Describe,Pediatrics,HOS0006
DOC4024,Pass,Pediatrics,HOS0014
DOC4025,Every,Orthopedics,HOS0014
DOC4026,Every,Pediatrics,HOS0017
DOC4027,Heart,General Medicine,HOS0010
DOC4028,On,Cardiology,HOS0009
DOC4029,Approach,Neurology,HOS0011
DOC4030,Single,Oncology,HOS0002
DOC4031,Respond,Orthopedics,HOS0020
DOC4032,Floor,Cardiology,HOS0020
DOC4033,After,General Medicine,HOS0006
DOC4034,Step,Oncology,HOS0006
DOC4035,Anyone,Cardiology,HOS0010
DOC4036,Nice,Cardiology,HOS0002
INVALID_9,Hot,Pediatrics,HOS0003
DOC4038,Talk,Pediatrics,HOS0004
DOC4039,Institution,Neurology,HOS0003
DOC4040,Day,Oncology,HOS0012
DOC4041,Medical,general medicine,HOS0006
DOC4042,Cover,Pediatrics,HOS0017
DOC4043,College,Cardiology,HOS0002
DOC4044,Hold,Neurology,HOS0003
DOC4045,Record,Cardiology,HOS0003
DOC4046,Nice,Cardiology,HOS0006
DOC4047,Bad,Oncology,HOS0013
DOC4048,First,Oncology,HOS0001
DOC4049,Campaign,ONCOLOGY,HOS0010
DOC4050,Color,general medicine,HOS0020
DOC4051,Story,Orthopedics,HOS0016
DOC4052,List,Neurology,HOS0018
DOC4053,Ago,Oncology,HOS0011
DOC4054,Image,Pediatrics,HOS9999
DOC4055,Woman,Oncology,HOS0011
DOC4056,Make,Neurology,HOS0017
DOC4057,Lead,Oncology,HOS0017
DOC4058,Hit,Pediatrics,HOS0018
DOC4059,Administration,Orthopedics,HOS0005
DOC4060,Scene,Oncology,HOS0005
DOC4061,Home,Orthopedics,HOS9999
DOC4062,Sure,Orthopedics,HOS0018
DOC4063,Break,Orthopedics,HOS0020
DOC4064,Station,Orthopedics,HOS0010
DOC4065,Human,Oncology,HOS0004
DOC4066,Defense,General Medicine,HOS0012
DOC4067,Out,Neurology,HOS0014
DOC4068,Financial,Neurology,HOS0009
DOC4069,Eye,Oncology,HOS0002
DOC4070,Listen,Orthopedics,HOS9999
DOC4071,Like,General Medicine,HOS0019
DOC4072,Scientist,Neurology,HOS0020
DOC4073,Anyone,General Medicine,HOS0009
DOC4074,Might,General Medicine,HOS0008
DOC4075,Address,Neurology,HOS0014
DOC4076,Feel,Oncology,HOS0001
DOC4077,Point,Oncology,HOS0019
DOC4078,Change,Orthopedics,HOS0020
DOC4079,Six,general medicine,HOS0013
DOC4080,Manage,Cardiology,HOS0018
DOC4081,Follow,Pediatrics,HOS0018
DOC4082,Road,Pediatrics,HOS0020
DOC2321,Discuss,Cardiology,HOS9999
DOC4084,Foot,Pediatrics,HOS0014
DOC4085,Country,Orthopedics,HOS0013
DOC4086,Around,Oncology,HOS0014
DOC4087,Ahead,Orthopedics,HOS0001
DOC0189,Keep,Cardiology,HOS0008
DOC4089,Itself,Neurology,HOS0015
DOC4090,Trial,General Medicine,HOS0001
DOC4091,Contain,Oncology,HOS0017
DOC4092,Red,Orthopedics,HOS0006
DOC4093,Man,Cardiology,HOS0004
DOC4094,Smile,Cardiology,HOS0013
DOC4095,World,Orthopedics,HOS0002
DOC4096,Off,Cardiology,HOS0019
DOC4097,Center,Neurology,HOS0009
DOC1010,Always,Oncology,HOS0011
DOC4099,Say,Pediatrics,HOS0009
DOC4100,Policy,Pediatrics,HOS0002
DOC4101,Recognize,Neurology,HOS0001
DOC4102,Meeting,Orthopedics,HOS0016
DOC4103,Organization,Oncology,HOS0014
DOC4104,A,NEUROLOGY,HOS0011
DOC4105,Gas,Oncology,HOS0001
DOC4106,Professional,Neurology,HOS0020
DOC4107,Attack,General Medicine,HOS0018
DOC4108,Process,General Medicine,HOS0006
DOC4109,Ground,Neurology,HOS0007
DOC4110,Official,General Medicine,HOS0019
DOC4111,Decide,Pediatrics,HOS0009
DOC4112,Article,Oncology,HOS0017
DOC4113,Out,Neurology,HOS0017
DOC4114,Staff,Pediatrics,HOS0010
DOC4115,Song,Oncology,HOS0004
DOC4116,Side,Oncology,HOS0008
DOC4117,Plant,Neurology,HOS0004
DOC4118,Her,Pediatrics,HOS0019
DOC4119,Financial,Cardiology,HOS0001
DOC4120,Reach,NEUROLOGY,HOS0014
DOC2750,Better,Cardiology,HOS0009
DOC4122,Year,Oncology,HOS9999
DOC4123,Threat,Cardiology,HOS0005
DOC4124,Structure,General Medicine,HOS0017
DOC4125,Sound,Neurology,HOS0011
DOC4126,My,Pediatrics,HOS0019
DOC1384,Economic,Pediatrics,HOS0020
DOC4128,Sell,Oncology,HOS0004
DOC4129,Yeah,Neurology,HOS0007
DOC4130,Effort,Orthopedics,HOS0017
DOC4131,Without,Cardiology,HOS0009
DOC4132,Pass,Neurology,HOS0003
DOC4133,State,Pediatrics,HOS0004
DOC4134,Across,Pediatrics,HOS0015
DOC4135,Front,Oncology,HOS0001
DOC4136,Alone,Cardiology,HOS0006
DOC4137,Father,Pediatrics,HOS0009
DOC4138,Beat,General Medicine,HOS0002
DOC4139,Face,Neurology,HOS0016
DOC4140,From,General Medicine,HOS0009
DOC4141,Turn,Cardiology,HOS0014
DOC4142,Benefit,General Medicine,HOS0018
DOC4143,Police,GENERAL MEDICINE,HOS0002
DOC1426,Among,Neurology,HOS0014
DOC4145,Per,Oncology,HOS0013
DOC4146,Threat,General Medicine,HOS0005
DOC4147,Term,Neurology,HOS0012
DOC4148,Thought,Cardiology,HOS0016
DOC4149,Budget,General Medicine,HOS0015
DOC4150,Itself,Oncology,HOS9999
DOC4151,Likely,General Medicine,HOS0019
DOC4152,Natural,Orthopedics,HOS0003
DOC4153,Direction,General Medicine,HOS0016
DOC4154,Certainly,Orthopedics,HOS0005
DOC3667,Member,Cardiology,HOS0003
DOC4156,Work,Cardiology,HOS0014
DOC4157,Direction,Pediatrics,HOS0006
DOC4158,Finally,General Medicine,HOS0001
DOC4159,Since,General Medicine,HOS0017
DOC4160,Name,General Medicine,HOS0010
DOC4161,Democratic,Neurology,HOS0003
DOC4162,Try,Pediatrics,HOS0009
DOC4163,Large,NEUROLOGY,HOS0013
INVALID_32,Tonight,Pediatrics,HOS0004
DOC4165,Manage,Neurology,HOS0002
DOC4166,To,Pediatrics,HOS0001
DOC4167,Not,Cardiology,HOS0020
DOC4168,She,Orthopedics,HOS0012
DOC4169,Space,Cardiology,HOS0019
DOC4170,Own,Neurology,HOS0005
DOC4171,Century,Neurology,HOS0009
DOC4172,Member,Neurology,HOS0003
DOC4173,Public,Neurology,HOS0007
DOC4174,Well,Cardiology,HOS0006
DOC4175,Relate,Oncology,HOS0005
DOC4176,Buy,Pediatrics,HOS0004
DOC4177,Own,Orthopedics,HOS0020
DOC4178,Interest,Orthopedics,HOS0005
DOC4179,In,Orthopedics,HOS0009
DOC4180,New,Oncology,HOS0016
DOC4181,Player,Orthopedics,HOS0020
DOC4182,Need,Oncology,HOS0019
DOC4183,Indicate,Pediatrics,HOS0015
DOC4184,Black,General Medicine,HOS0013
DOC4185,Deal,Orthopedics,HOS0009
DOC4186,Family,neurology,HOS0003
DOC4187,Bill,Oncology,HOS0012
DOC4188,Enough,Pediatrics,HOS0001
DOC4189,Chance,Oncology,HOS0004
DOC4190,Sense,Neurology,HOS0009
DOC4191,Effort,Orthopedics,HOS0016
INVALID_72,Program,Orthopedics,HOS0006
DOC4193,Either,ONCOLOGY,HOS0005
DOC4194,Environment,Oncology,HOS0016
DOC4195,Way,Pediatrics,HOS9999
DOC4196,Fish,Oncology,HOS0007
DOC4197,Natural,Pediatrics,HOS0014
DOC4198,Pm,General Medicine,HOS0013
DOC4199,Chance,Pediatrics,HOS0005
DOC4200,Natural,Cardiology,HOS0013
DOC4201,Moment,Orthopedics,HOS0011
DOC4202,Next,Neurology,HOS0003
DOC4203,Key,Pediatrics,HOS0003
DOC4204,Plan,Oncology,HOS0006
DOC4205,Wide,Neurology,HOS0010
DOC0023,Agreement,General Medicine,HOS0012
DOC1714,Others,Neurology,HOS0003
DOC2713,Dream,Cardiology,HOS0020
DOC4209,Live,Orthopedics,HOS0003
DOC4210,Well,Neurology,HOS0009
DOC4211,Sense,Orthopedics,HOS0007
DOC4212,East,Orthopedics,HOS0020
DOC4213,Religious,Oncology,HOS0013
DOC4214,Word,ONCOLOGY,HOS0017
DOC4215,Certainly,Cardiology,HOS0014
DOC4216,Report,Cardiology,HOS0015
DOC4217,Customer,Neurology,HOS0009
DOC4218,Ten,Orthopedics,HOS0005
DOC4219,Floor,Neurology,HOS0011
DOC4220,Learn,Neurology,HOS0004
DOC4221,Major,Orthopedics,HOS0012
DOC4222,Even,Orthopedics,HOS0012
DOC4223,Lose,Neurology,HOS0014
DOC4224,Clearly,Pediatrics,HOS0007
DOC1440,Few,Cardiology,HOS0008
DOC4226,Relate,Orthopedics,HOS0010
DOC4227,Partner,Cardiology,HOS0007
DOC4228,Teach,Cardiology,HOS0019
DOC4229,Huge,Cardiology,HOS0017
DOC4230,Significant,Oncology,HOS0005
DOC4231,Talk,Oncology,HOS0017
DOC4232,Another,Cardiology,HOS0004
DOC4233,Group,neurology,HOS0017
DOC4234,Picture,Orthopedics,HOS0020
DOC4235,True,Pediatrics,HOS0004
DOC4236,Water,Pediatrics,HOS0002
DOC4237,Cell,Neurology,HOS0002
DOC4238,Card,Neurology,HOS0010
DOC4239,Available,Oncology,HOS9999
DOC4240,Test,Oncology,HOS0007
DOC4241,Interesting,Pediatrics,HOS0014
DOC4242,Speak,Cardiology,HOS0002
DOC4243,Act,Oncology,HOS0015
DOC4244,Bill,Oncology,HOS0007
DOC4245,Tough,Cardiology,HOS0015
DOC4246,House,Cardiology,HOS0011
DOC4247,Out,Cardiology,HOS0012
DOC4248,Interview,Oncology,HOS0016
DOC4249,Level,Neurology,HOS0007
DOC4250,Cost,Pediatrics,HOS0002
DOC4251,Painting,Pediatrics,HOS0003
DOC4252,Democrat,Orthopedics,HOS0003
DOC4253,Cost,Neurology,HOS0019
DOC4254,Mean,Cardiology,HOS0002
DOC4255,Security,Oncology,HOS0011
DOC4256,Town,Neurology,HOS0008
DOC4257,Wait,Orthopedics,HOS0018
DOC4258,All,Cardiology,HOS0013
DOC4259,Room,Oncology,HOS0016
DOC4260,Less,Orthopedics,HOS0011
DOC4261,Evidence,Cardiology,HOS0020
DOC4262,Real,General Medicine,HOS0006
DOC4263,White,Pediatrics,HOS0013
DOC4264,Strategy,Neurology,HOS0020
DOC2854,Economy,Neurology,HOS0007
DOC4266,Hair,Orthopedics,HOS0015
DOC4267,Billion,Neurology,HOS0010
DOC4268,There,Neurology,HOS0002
DOC4269,Seek,Cardiology,HOS0009
DOC4270,Age,General Medicine,HOS0001
DOC4271,Recognize,Neurology,HOS0002
DOC4272,Affect,Pediatrics,HOS0018
DOC4273,Develop,Neurology,HOS0003
DOC4274,Door,General Medicine,HOS0014
DOC4275,Someone,Orthopedics,HOS0002
DOC4276,Become,Orthopedics,HOS0005
DOC4277,Public,Cardiology,HOS0010
DOC4278,Animal,NEUROLOGY,HOS0016
DOC4279,Wrong,Oncology,HOS0014
DOC4280,Present,Pediatrics,HOS0008
DOC4281,Watch,Oncology,HOS0004
DOC3117,Add,General Medicine,HOS0011
DOC4283,Push,Neurology,HOS0003
DOC4284,Think,Pediatrics,HOS0016
DOC4285,Degree,Pediatrics,HOS0015
DOC4286,Especially,Oncology,HOS9999
DOC4287,Agency,Orthopedics,HOS0004
DOC4288,Feeling,Orthopedics,HOS0008
DOC4289,Body,Cardiology,HOS0020
DOC4290,Later,Neurology,HOS0005
INVALID_41,True,Pediatrics,HOS0011
DOC4292,Church,Orthopedics,HOS9999
DOC4293,Sense,Pediatrics,HOS0001
DOC4294,Nation,Cardiology,HOS0005
DOC4295,Level,Neurology,HOS0005
DOC4296,Child,Neurology,HOS0007
DOC4297,Partner,Orthopedics,HOS0012
DOC4298,Sing,Cardiology,HOS0019
DOC4299,Weight,General Medicine,HOS0005
DOC4300,Rock,Cardiology,HOS0019
DOC4301,Cup,Orthopedics,HOS0012
DOC4302,First,Oncology,HOS0016
DOC4303,See,Orthopedics,HOS0001
DOC4304,Gun,Orthopedics,HOS0004
DOC4305,Color,Pediatrics,HOS0012
DOC4306,Alone,General Medicine,HOS0017
DOC4307,Choose,Orthopedics,HOS0009
DOC4308,Your,Neurology,HOS0002
DOC4309,Win,Pediatrics,HOS0008
DOC4310,Game,Orthopedics,HOS0011
DOC4311,Into,Pediatrics,HOS0001
DOC4312,News,General Medicine,HOS0017
DOC4313,Green,General Medicine,HOS0011
DOC4314,Sing,Orthopedics,HOS0005
DOC4315,Decision,Orthopedics,HOS0016
DOC4316,Space,Neurology,HOS0008
DOC4317,Charge,general medicine,HOS0013
DOC4318,To,pediatrics,HOS0006
DOC4319,Mother,Orthopedics,HOS0006
DOC4320,Still,Cardiology,HOS0007
DOC4321,Plan,Orthopedics,HOS0008
DOC4322,Condition,Orthopedics,HOS0008
DOC4323,Act,General Medicine,HOS0007
DOC4324,Throw,Oncology,HOS0002
DOC4325,However,Cardiology,HOS0009
DOC4326,Kind,Neurology,HOS0008
DOC4327,Discover,General Medicine,HOS0016
DOC4328,Dark,General Medicine,HOS0015
DOC4329,Commercial,Oncology,HOS0005
DOC4330,Right,Pediatrics,HOS0008
DOC4331,That,Orthopedics,HOS0016
DOC4332,Discover,orthopedics,HOS0011
DOC4333,Scene,Orthopedics,HOS0016
DOC4334,Protect,Orthopedics,HOS0018
DOC4335,Information,Orthopedics,HOS0015
DOC4336,Dark,Orthopedics,HOS0001
DOC4337,Open,Cardiology,HOS0006
DOC4338,Lose,Orthopedics,HOS0015
DOC4339,Population,Pediatrics,HOS0010
DOC4340,Game,Pediatrics,HOS0017
DOC4341,Indicate,Orthopedics,HOS0012
DOC4342,Anything,Pediatrics,HOS0013
DOC4343,Perform,General Medicine,HOS9999
DOC4344,Fall,Pediatrics,HOS0003
DOC4345,Everybody,General Medicine,HOS0016
DOC4346,Site,Oncology,HOS0009
DOC4347,Often,Pediatrics,HOS0013
INVALID_90,Spend,Oncology,HOS0015
DOC4349,Section,Orthopedics,HOS0015
DOC4350,Candidate,General Medicine,HOS0018
DOC4351,Both,Orthopedics,HOS0007
DOC4352,Mission,General Medicine,HOS0016
DOC4353,Particularly,Orthopedics,HOS0001
DOC4354,Step,Orthopedics,HOS0009
DOC4355,Low,Cardiology,HOS0004
DOC4356,Computer,Orthopedics,HOS0020
DOC4357,Another,Pediatrics,HOS0008
DOC4358,Different,Cardiology,HOS0015
DOC4359,Difference,Pediatrics,HOS0007
DOC4360,Type,Neurology,HOS0009
DOC4361,The,Neurology,HOS0002
DOC4362,Detail,Pediatrics,HOS0019
INVALID_14,Protect,General Medicine,HOS0006
DOC4364,Want,Neurology,HOS0001
DOC4365,Quite,Neurology,HOS0009
DOC4366,Try,CARDIOLOGY,HOS0002
DOC3670,Table,General Medicine,HOS0013
DOC4368,Far,Oncology,HOS0008
DOC4369,General,Neurology,HOS0005
DOC4370,Follow,Cardiology,HOS0006
DOC4371,Discussion,Neurology,HOS0012
DOC4372,Analysis,Oncology,HOS0010
DOC4373,See,Pediatrics,HOS0002
DOC4374,Risk,oncology,HOS0008
DOC4375,Know,Neurology,HOS0010
DOC4376,Mean,Oncology,HOS0005
DOC4377,Congress,General Medicine,HOS0002
DOC4378,Partner,General Medicine,HOS0012
DOC4379,Democratic,General Medicine,HOS0015
DOC4380,Act,Pediatrics,HOS0010
DOC0457,Evening,General Medicine,HOS9999
DOC4382,People,Neurology,HOS0004
DOC0567,Current,Pediatrics,HOS0015
DOC4384,Send,Pediatrics,HOS0008
DOC4385,Business,Pediatrics,HOS0019
DOC4386,Guy,General Medicine,HOS0011
INVALID_54,Billion,Pediatrics,HOS0004
DOC4388,To,Oncology,HOS0010
DOC4389,Identify,Neurology,HOS0011
DOC4390,Lot,Orthopedics,HOS0013
DOC4391,Particularly,Orthopedics,HOS0010
DOC4392,Foot,Cardiology,HOS0018
DOC4393,Discuss,Pediatrics,HOS0006
DOC4394,Tonight,Oncology,HOS0009
DOC4395,Southern,Oncology,HOS0013
DOC4396,High,Oncology,HOS0020
DOC4397,Gas,Orthopedics,HOS0003
DOC4398,Blue,General Medicine,HOS0014
DOC4399,Open,oncology,HOS0006
DOC4400,Year,Orthopedics,HOS0018
DOC4401,List,Neurology,HOS0004
DOC4402,Middle,Pediatrics,HOS0011
DOC4403,Student,Oncology,HOS0010
DOC4404,Forward,Orthopedics,HOS0002
DOC4405,Avoid,Cardiology,HOS0016
DOC0649,Community,General Medicine,HOS0007
DOC4407,Student,General medicine,HOS0011
DOC4408,Reason,Pediatrics,HOS0014
DOC4409,System,Pediatrics,HOS0008
DOC4410,Season,Orthopedics,HOS0005
DOC4411,Myself,Oncology,HOS0004
DOC4412,Yet,oncology,HOS0013
DOC4413,Energy,Oncology,HOS0018
INVALID_59,Manage,Neurology,HOS0010
DOC4415,Throw,Oncology,HOS0017
DOC4416,Great,Pediatrics,HOS0019
DOC4417,Young,Orthopedics,HOS0018
DOC4418,He,Orthopedics,HOS0008
DOC4419,Speak,General medicine,HOS0013
DOC4420,Sign,Neurology,HOS0018
DOC4421,Take,oncology,HOS0007
DOC4422,Culture,General Medicine,HOS0009
DOC4423,Former,Neurology,HOS0004
DOC4424,How,cardiology,HOS0006
DOC4425,Car,Neurology,HOS0016
DOC4426,Candidate,Orthopedics,HOS0004
DOC4427,Whether,General Medicine,HOS0014
DOC4428,Draw,General Medicine,HOS0002
DOC4429,Off,GENERAL MEDICINE,HOS0016
DOC4430,System,Neurology,HOS0010
DOC4431,Leave,General Medicine,HOS0020
DOC4432,Condition,PEDIATRICS,HOS0016
DOC2599,Garden,Cardiology,HOS0002
DOC4434,Language,General Medicine,HOS0004
DOC4435,Answer,Oncology,HOS0015
DOC4436,Mean,oncology,HOS0016
DOC4437,Moment,Orthopedics,HOS0004
DOC4438,Politics,Cardiology,HOS0008
INVALID_5,Ten,Pediatrics,HOS0002
DOC4440,Close,General Medicine,HOS0010
DOC4441,Skin,Orthopedics,HOS0010
DOC4442,Red,General Medicine,HOS0007
DOC4443,Thank,Orthopedics,HOS0012
DOC4444,Physical,Orthopedics,HOS0004
DOC4445,Scientist,orthopedics,HOS0014
DOC4446,Grow,General Medicine,HOS0018
DOC4447,Out,Cardiology,HOS0008
DOC4448,Walk,General Medicine,HOS0013
DOC4449,Myself,Cardiology,HOS0015
DOC4450,Source,Orthopedics,HOS0013
DOC4451,Attention,General Medicine,HOS0004
DOC4452,Thousand,Pediatrics,HOS0014
DOC4453,Wife,Cardiology,HOS0009
DOC4454,Trip,Pediatrics,HOS0017
DOC4455,Tonight,Oncology,HOS0005
DOC4456,Professional,NEUROLOGY,HOS0006
DOC4457,Agree,Oncology,HOS0020
DOC4458,Success,Orthopedics,HOS0010
DOC4459,Cost,Cardiology,HOS0004
DOC4460,Left,Orthopedics,HOS0009
DOC4461,Surface,Neurology,HOS0010
DOC4462,Not,Neurology,HOS0016
DOC4463,Protect,Pediatrics,HOS0010
DOC4464,Provide,Cardiology,HOS0016
DOC4465,Guy,Cardiology,HOS0019
DOC4466,Method,General Medicine,HOS0010
DOC4467,Country,Pediatrics,HOS0012
DOC4468,Rather,Cardiology,HOS0020
DOC4469,Next,Pediatrics,HOS0004
DOC4470,Them,Cardiology,HOS0007
DOC4471,Stop,General Medicine,HOS0011
DOC4472,Performance,Cardiology,HOS0015
DOC4473,Too,Pediatrics,HOS0017
DOC4474,Education,Oncology,HOS0019
DOC4475,Policy,General Medicine,HOS0018
DOC4476,Customer,Neurology,HOS0017
DOC4477,Wrong,General Medicine,HOS0005
DOC4478,Possible,Cardiology,HOS0001
DOC4479,Such,Neurology,HOS0014
DOC4480,Direction,Pediatrics,HOS0016
DOC4481,Rich,Pediatrics,HOS0019
DOC4482,Garden,Pediatrics,HOS0001
DOC4483,Ever,general medicine,HOS0009
DOC4484,Every,Cardiology,HOS0011
DOC4485,House,Pediatrics,HOS0013
DOC4486,Sense,Oncology,HOS0019
DOC4487,News,General Medicine,HOS0008
DOC4488,Probably,General Medicine,HOS0008
DOC4489,Production,General Medicine,HOS0019
DOC4490,Apply,General Medicine,HOS0010
DOC4491,Account,General Medicine,HOS0009
DOC4492,Level,Oncology,HOS0017
DOC4493,Drive,Cardiology,HOS0001
DOC4494,Assume,Pediatrics,HOS0006
DOC4495,Reality,Neurology,HOS0016
DOC4496,Source,Neurology,HOS0011
DOC4497,Section,Oncology,HOS0005
DOC4498,Yourself,Neurology,HOS0017
DOC4499,Account,General medicine,HOS0002
DOC4500,Suggest,General Medicine,HOS0019
DOC4501,Discussion,PEDIATRICS,HOS0017
DOC4502,Within,Oncology,HOS0012
DOC4503,During,General Medicine,HOS0014
DOC4504,This,Pediatrics,HOS0015
DOC4505,Peace,Neurology,HOS0009
DOC2843,Weight,General Medicine,HOS0004
DOC4507,Buy,General Medicine,HOS0003
DOC4508,Major,General Medicine,HOS0003
DOC4509,Police,Oncology,HOS0011
DOC4510,Above,Pediatrics,HOS0007
DOC4511,Else,Pediatrics,HOS0014
DOC4512,Middle,Pediatrics,HOS0018
DOC4513,Road,Pediatrics,HOS0009
DOC4514,Staff,General Medicine,HOS0005
DOC4515,Simple,Pediatrics,HOS0007
DOC4516,Method,Neurology,HOS0002
DOC4517,Artist,Oncology,HOS0001
DOC4518,Any,Oncology,HOS0004
DOC4519,Protect,Oncology,HOS0015
DOC4520,Lead,Orthopedics,HOS0011
DOC4521,Case,Orthopedics,HOS0004
DOC4522,Between,General Medicine,HOS0013
DOC4523,Prepare,Pediatrics,HOS9999
DOC4524,Often,Pediatrics,HOS0014
DOC4525,Manager,Oncology,HOS0014
INVALID_27,Third,Pediatrics,HOS0001
DOC4527,Billion,Oncology,HOS0017
DOC4528,Wide,Oncology,HOS0012
DOC4529,Chair,Pediatrics,HOS0003
DOC4530,Certain,Cardiology,HOS0012
DOC1274,Growth,Cardiology,HOS0013
DOC4532,Particular,general medicine,HOS0016
DOC4533,Measure,General Medicine,HOS0013
DOC4534,Deal,Oncology,HOS0016
DOC4535,Positive,Oncology,HOS0016
INVALID_11,Two,Neurology,HOS9999
DOC4537,Listen,Orthopedics,HOS0010
DOC4538,Policy,Cardiology,HOS0001
DOC4539,Crime,Pediatrics,HOS0013
DOC4540,Become,Pediatrics,HOS0004
DOC4541,Stage,General Medicine,HOS0010
DOC4542,Card,Oncology,HOS0020
DOC4543,Everyone,Cardiology,HOS0011
DOC4544,Find,Orthopedics,HOS0020
DOC4545,Organization,Orthopedics,HOS0020
DOC4546,Practice,Orthopedics,HOS0015
DOC4547,Hand,General Medicine,HOS0011
DOC4548,Professional,General Medicine,HOS0018
DOC4549,Truth,General Medicine,HOS0002
DOC4550,Official,Pediatrics,HOS0015
DOC4442,Security,Oncology,HOS0002
DOC4552,Avoid,Neurology,HOS0019
DOC4553,College,Oncology,HOS0016
DOC4554,Describe,Neurology,HOS0008
DOC4555,Thousand,General Medicine,HOS0003
DOC4556,Degree,Oncology,HOS0002
DOC4557,Personal,Pediatrics,HOS0007
DOC4558,Success,Orthopedics,HOS0012
DOC4559,Economy,General Medicine,HOS0008
DOC4560,Family,Cardiology,HOS0014
DOC4561,Agreement,Orthopedics,HOS0011
DOC4562,Inside,Cardiology,HOS0019
DOC4563,Prepare,Neurology,HOS0017
DOC4564,Address,cardiology,HOS0020
DOC4565,Information,Neurology,HOS0010
DOC4566,Door,General Medicine,HOS0012
DOC4567,Be,Orthopedics,HOS0016
DOC4568,Prove,GENERAL MEDICINE,HOS0001
DOC4569,Free,Cardiology,HOS0007
DOC4570,Scientist,General Medicine,HOS9999
DOC4571,Upon,Cardiology,HOS0015
DOC4572,Professor,Cardiology,HOS0006
INVALID_84,Interesting,Oncology,HOS0010
DOC4574,Mrs,Orthopedics,HOS0017
DOC4575,Low,Neurology,HOS0007
DOC4576,Explain,General Medicine,HOS0005
