FacultyID,Name,Specialization,CampusID,JoinDate
FAC4297,Memory,Professor,CAM0014,12/11/2022
FAC4298,Unit,Associate Professor,CAM0003,08-11-2024
FAC4299,Simply,Professor,CAM0018,02/25/2023
FAC4300,Yard,Assistant Professor,CAM0018,04/18/2022
FAC4301,Glass,Associate Professor,CAM0001,2024-10-06
FAC4302,Always,Professor,CAM0016,12/06/2024
FAC4303,Begin,Associate Professor,CAM0016,2024-03-09
FAC4304,Main,Associate Professor,CAM0020,01/28/2022
FAC4305,Amount,Lecturer,CAM0015,14/01/2023
FAC4306,Form,Lecturer,CAM0001,08/02/2023
FAC4307,Sense,Professor,CAM0020,04/02/2024
FAC4308,Peace,Lecturer,CAM0010,05-07-2024
FAC4309,Nice,Associate Professor,CAM0013,12/01/2023
FAC4310,Mouth,Lecturer,CAM0007,05/06/2022
FAC4311,Will,Lecturer,CAM0018,2023-10-21
INVALID_90,Skill,Professor,CAM0010,02/09/2022
FAC4313,Operation,Professor,CAM0017,06/12/2024
FAC4314,Decision,Associate Professor,CAM0013,17/10/2022
FAC4315,Everyone,Assistant Professor,CAM0009,04/03/2024
FAC4316,Candidate,Assistant Professor,CAM0010,22-11-2022
FAC4317,Baby,LECTURER,CAM0009,17-03-2022
FAC4318,Standard,Professor,CAM0017,07/03/2023
FAC4319,Lay,Lecturer,CAM0001,27/03/2024
FAC4320,Item,Professor,CAM0016,07/19/2022
FAC4321,Drop,associate professor,CAM0017,02-03-2024
FAC4322,Congress,Lecturer,CAM0003,2024-02-18
FAC4323,Pattern,Professor,CAM0007,07/11/2023
FAC4324,Music,Professor,CAM0005,04-04-2024
FAC4325,Option,professor,CAM0009,16-12-2023
FAC4326,Day,Associate Professor,CAM0019,2024-09-02
FAC4327,Arrive,Assistant Professor,CAM0015,04/24/2023
FAC4328,Mission,Professor,CAM0011,10/01/2024
FAC4329,The,Associate Professor,CAM0020,13-12-2023
FAC4330,Newspaper,Lecturer,CAM0010,14-07-2024
FAC4331,Race,Lecturer,CAM0005,2023-03-28
FAC4332,World,Lecturer,CAM0013,11/07/2023
FAC4333,Manage,Lecturer,CAM0013,14/12/2022
FAC4334,Current,Lecturer,CAM0020,2023-11-27
INVALID_10,Service,Lecturer,CAM0014,09/06/2022
FAC4336,Can,Assistant Professor,CAM0013,2024-02-05
FAC4337,Subject,Lecturer,CAM0020,27-10-2023
FAC4338,Adult,Assistant Professor,CAM0002,27-02-2024
FAC4339,Already,ASSISTANT PROFESSOR,CAM0012,10/04/2023
FAC1824,Little,lecturer,CAM0003,03/30/2023
FAC0463,Protect,Professor,CAM0020,25/09/2023
FAC4342,Almost,Assistant Professor,CAM0011,08/07/2024
FAC4343,Shoulder,Assistant Professor,CAM0010,12/19/2022
FAC4344,Find,Associate Professor,CAM0017,05/31/2022
FAC4345,Language,Assistant Professor,CAM0019,10/23/2022
FAC4346,Hard,Assistant Professor,CAM0005,28/07/2022
FAC4347,Want,Professor,CAM0009,10/28/2024
FAC4348,Court,Assistant Professor,CAM0018,2022-11-01
FAC4349,Source,Lecturer,CAM0018,20-06-2022
FAC4350,Product,Assistant Professor,CAM0005,31-03-2023
FAC4351,Financial,Assistant Professor,CAM0019,2024-06-22
FAC4352,Popular,Professor,CAM0001,29/05/2024
FAC4353,Message,Assistant Professor,CAM0006,11/11/2024
FAC4354,Well,ASSISTANT PROFESSOR,CAM0018,2023-06-22
FAC4355,Husband,Assistant Professor,CAM0019,06/01/2023
FAC4356,Difficult,Assistant Professor,CAM0005,2023-04-29
FAC4357,Very,Associate Professor,CAM0010,03-02-2023
FAC4358,Challenge,Professor,CAM0018,02/21/2024
FAC4359,Since,Associate Professor,CAM0001,07/22/2023
FAC4360,Probably,Associate Professor,CAM0019,03/12/2022
FAC4361,Again,Assistant Professor,CAM0018,04/23/2023
INVALID_8,Offer,Professor,CAM0013,10/04/2023
FAC1507,Small,Associate Professor,CAM0005,2022-03-27
FAC4364,Politics,Assistant Professor,CAM0008,22/05/2024
FAC4365,Dream,Lecturer,CAM0016,2022-06-03
FAC4366,Surface,Assistant Professor,CAM0003,03/10/2024
FAC4367,Quickly,Professor,CAM0018,2023-03-19
FAC4368,Describe,Lecturer,CAM0013,02/04/2023
FAC4369,Couple,Assistant Professor,CAM0019,27-02-2023
FAC4370,Ever,Lecturer,CAM0004,2022-09-19
FAC4371,Door,Lecturer,CAM0011,2022-03-06
FAC4372,Staff,Professor,CAM0008,01/31/2023
FAC4373,Who,Associate Professor,CAM0002,2022-07-28
FAC4374,Quality,Assistant Professor,CAM0008,10-02-2022
FAC4375,Cover,Lecturer,CAM0006,11-10-2023
FAC4376,Opportunity,Associate Professor,CAM0002,12-02-2023
FAC4377,Seat,Professor,CAM0018,06/09/2022
FAC4378,Subject,Assistant Professor,CAM0008,11/22/2022
FAC4379,Election,Professor,CAM0004,02/11/2023
FAC4380,Area,Associate professor,CAM0002,06-05-2024
FAC4381,Trouble,Lecturer,CAM0013,12/29/2023
FAC4382,While,Professor,CAM0010,2023-04-26
FAC4383,Near,Assistant Professor,CAM0003,09/27/2022
FAC4384,Wish,Assistant Professor,CAM0002,03/13/2023
FAC4385,Evening,Lecturer,CAM0008,04-11-2024
FAC4386,Attorney,Assistant Professor,CAM0010,10/06/2023
FAC4387,Look,Professor,CAM0007,26/05/2024
FAC4388,Rock,Associate Professor,CAM0002,06/08/2024
FAC4389,Kitchen,Assistant Professor,CAM0005,03-06-2023
FAC4390,Small,Professor,CAM0015,10-06-2023
FAC4391,New,Associate Professor,CAM0016,2024-12-09
FAC4392,State,Professor,CAM0015,20/07/2023
FAC4393,Return,Lecturer,CAM0016,28/08/2023
FAC4394,Pick,Assistant Professor,CAM0001,19/12/2023
FAC4395,Store,Lecturer,CAM0014,2024-04-24
FAC4396,Kid,Lecturer,CAM0010,02/08/2022
FAC4397,Stay,Professor,CAM0001,2022-08-26
FAC4398,Bank,Associate Professor,CAM0007,11/17/2024
FAC4399,Energy,Assistant Professor,CAM0004,05-03-2024
FAC4400,Them,Lecturer,CAM0018,09/01/2024
FAC4401,Best,Lecturer,CAM0003,08/01/2023
FAC4402,You,Assistant Professor,CAM0014,18-07-2022
FAC4403,Especially,Associate Professor,CAM0013,04/11/2024
FAC4404,Report,Assistant Professor,CAM0010,06-04-2024
FAC4405,Three,Assistant Professor,CAM0017,25/04/2024
FAC4406,Smile,Professor,CAM0010,30/06/2023
INVALID_38,Billion,Professor,CAM0004,10/01/2023
FAC4408,Manage,Lecturer,CAM0007,13/02/2023
FAC4409,The,Associate Professor,CAM0002,06/28/2022
FAC4410,Commercial,Associate Professor,CAM0017,2022-05-04
FAC4411,At,Lecturer,CAM0013,03-03-2024
FAC4412,Interest,Professor,CAM0006,2022-02-26
FAC4413,Population,Assistant Professor,CAM0008,03/09/2023
FAC4414,Walk,Professor,CAM0009,21-08-2022
FAC4415,Play,Assistant Professor,CAM0003,23-09-2022
FAC4416,Over,Professor,CAM0003,05/05/2023
FAC4417,Parent,Professor,CAM0003,28/06/2024
FAC4418,Boy,Associate Professor,CAM0003,14/04/2024
FAC3452,During,Lecturer,CAM0015,01/04/2024
FAC0762,Make,Professor,CAM0008,06/04/2023
FAC4421,Moment,Lecturer,CAM0006,21/11/2022
FAC4422,Friend,Professor,CAM0011,17-05-2024
FAC4423,Discussion,Associate Professor,CAM0015,04/05/2022
FAC2542,Particular,Assistant Professor,CAM0018,03-07-2022
FAC4425,Why,Assistant Professor,CAM0019,21/12/2022
FAC4426,Must,Assistant Professor,CAM0016,08/09/2024
FAC4427,Unit,Lecturer,CAM0016,2023-02-22
FAC4428,Hit,Lecturer,CAM0016,24/04/2023
FAC4429,Full,Associate Professor,CAM0002,10/03/2022
FAC4430,Draw,professor,CAM0018,04/21/2022
FAC4431,Seek,Assistant Professor,CAM0019,04/22/2022
FAC4432,Today,Lecturer,CAM0020,13-06-2022
FAC4433,Even,Professor,CAM0012,2022-01-15
FAC4434,Develop,Lecturer,CAM0016,28/09/2023
FAC4435,Edge,Assistant Professor,CAM0001,11/08/2022
FAC4436,Central,Lecturer,CAM0007,06/21/2024
FAC4437,Enjoy,Associate Professor,CAM0015,2024-11-12
FAC4438,War,Lecturer,CAM0005,20-08-2023
FAC4439,Bit,Professor,CAM0018,18-08-2024
FAC4440,Fear,Professor,CAM0003,11/20/2024
FAC4441,Example,Associate Professor,CAM0019,2023-03-30
FAC4442,Movement,Lecturer,CAM0014,2022-03-15
FAC4443,Level,Assistant Professor,CAM0004,2024-10-05
FAC4444,Magazine,Lecturer,CAM0014,03-08-2022
FAC4445,Sometimes,Lecturer,CAM0017,05-05-2022
FAC4446,Young,Professor,CAM0002,2022-10-06
FAC4447,Article,Professor,CAM0019,06/06/2022
FAC4448,Term,associate professor,CAM0004,2022-03-13
FAC4449,Player,Lecturer,CAM0006,10/08/2023
FAC4450,Adult,Associate Professor,CAM0002,11-12-2024
FAC4451,The,Lecturer,CAM0015,01/10/2022
FAC0036,Significant,Lecturer,CAM0018,28-04-2022
FAC4453,Traditional,Assistant Professor,CAM0007,08-07-2022
FAC4454,Heavy,Assistant Professor,CAM0013,29-01-2023
FAC4455,Away,Associate Professor,CAM0009,08/09/2022
FAC4456,It,Lecturer,CAM0014,17-10-2022
FAC4457,Coach,Lecturer,CAM0006,27-12-2024
FAC4458,Television,Associate Professor,CAM0012,2024-02-17
FAC4459,Century,Lecturer,CAM0018,12/24/2023
FAC4460,Information,Lecturer,CAM0005,07/03/2024
FAC4461,Among,Assistant Professor,CAM0006,07/10/2024
FAC4462,Relate,Professor,CAM0012,14-04-2022
FAC4463,Learn,Lecturer,CAM0002,13-01-2023
FAC4464,Century,Assistant Professor,CAM0020,19-10-2022
FAC4465,Goal,Professor,CAM0001,03/03/2022
FAC4466,Green,LECTURER,CAM0019,14/01/2024
FAC4467,Message,Professor,CAM0001,07/20/2022
FAC4468,Could,Professor,CAM0014,2022-11-02
FAC4469,Risk,Assistant Professor,CAM0004,02/10/2023
FAC2338,Nation,Associate Professor,CAM0013,08/07/2022
FAC4471,Adult,Assistant Professor,CAM0008,2024-08-30
FAC4472,Art,Lecturer,CAM0006,04/26/2022
FAC4473,Record,Professor,CAM0006,12/13/2024
FAC4474,Hotel,Lecturer,CAM0019,03/12/2023
FAC4475,Want,ASSOCIATE PROFESSOR,CAM9999,12/17/2024
FAC4476,World,PROFESSOR,CAM0008,08/08/2023
FAC4477,Huge,Professor,CAM0001,13-05-2022
FAC4478,Forward,Lecturer,CAM0017,03/09/2024
FAC4479,Budget,Associate Professor,CAM0020,2024-06-13
INVALID_74,Hit,Lecturer,CAM0005,02/14/2024
FAC4481,Question,Associate Professor,CAM0005,02-01-2023
FAC4482,Leave,Lecturer,CAM0007,10/13/2022
FAC4483,Ball,Assistant Professor,CAM0005,20-10-2024
FAC4484,Region,ASSOCIATE PROFESSOR,CAM0005,22/04/2022
FAC2364,Amount,Professor,CAM0011,18-05-2022
FAC4486,Option,professor,CAM0009,11-02-2022
FAC4487,Perhaps,Assistant Professor,CAM9999,11/19/2024
FAC4488,Myself,Assistant Professor,CAM0019,2024-03-05
FAC4489,Determine,Lecturer,CAM0004,2022-08-03
FAC4490,Fast,Professor,CAM9999,21/04/2024
FAC4491,To,Associate Professor,CAM0001,04/22/2022
FAC4492,The,Assistant professor,CAM0004,12/07/2022
FAC4493,Have,Associate Professor,CAM0006,2022-09-10
FAC4494,Analysis,Assistant Professor,CAM0004,07-07-2024
FAC4495,Him,Professor,CAM0004,12/28/2022
FAC4496,Whether,Professor,CAM0007,08/01/2023
FAC4497,Police,lecturer,CAM0019,25/05/2023
FAC4498,Matter,Assistant Professor,CAM0008,10/12/2022
FAC4499,Show,Associate Professor,CAM0009,14-08-2023
FAC4500,City,Lecturer,CAM0018,2024-03-12
FAC4501,Tree,Lecturer,CAM0005,10/27/2022
FAC4502,Save,Associate Professor,CAM0013,02/09/2023
FAC4503,Significant,Professor,CAM0009,11/28/2023
FAC4504,These,Assistant Professor,CAM0007,04-01-2024
FAC4505,Safe,Associate Professor,CAM0006,28/06/2024
FAC1304,Care,Professor,CAM0011,11/03/2023
FAC4507,Compare,Assistant Professor,CAM0005,09/12/2024
FAC4508,Simple,Assistant Professor,CAM0002,18/08/2023
FAC4509,Trip,Assistant Professor,CAM0009,22/09/2022
FAC4510,Similar,Associate Professor,CAM0015,10/23/2023
FAC4511,Home,Associate Professor,CAM0020,10/10/2023
FAC4512,Yard,Associate Professor,CAM0019,2023-10-31
FAC4513,Fall,Professor,CAM0001,16/10/2024
FAC4514,Pay,ASSOCIATE PROFESSOR,CAM0013,06/12/2024
FAC4515,Rest,Professor,CAM0011,22-02-2024
FAC4516,Official,PROFESSOR,CAM0013,05/11/2022
FAC4517,Always,Associate Professor,CAM0001,18/01/2022
FAC4518,Happy,Professor,CAM0003,2024-07-25
FAC0459,Water,Assistant Professor,CAM0006,20-09-2022
FAC4520,Investment,Associate Professor,CAM0017,10-06-2023
FAC4521,Force,Assistant Professor,CAM0015,03/04/2024
FAC4522,Key,Professor,CAM0007,02/04/2022
FAC4523,Will,Associate Professor,CAM0003,03/10/2023
FAC4524,Author,Associate professor,CAM0015,06/14/2024
FAC1231,Serious,Associate Professor,CAM0012,19/03/2023
FAC4526,Stock,Associate Professor,CAM0008,28/11/2023
FAC4527,Age,professor,CAM0008,06-06-2024
FAC4528,Become,Assistant Professor,CAM0009,13-06-2023
FAC4529,Lawyer,Lecturer,CAM0012,18-08-2022
FAC4530,Care,Lecturer,CAM0018,2022-01-07
FAC4531,Next,Assistant Professor,CAM0009,19-06-2023
FAC1994,Stay,associate professor,CAM0015,08/20/2022
FAC4533,Build,Professor,CAM0017,2024-01-04
FAC4534,Concern,Professor,CAM0019,06/10/2024
FAC4535,Lot,Assistant Professor,CAM0006,04/25/2022
FAC4536,Its,Assistant Professor,CAM0017,2023-03-03
FAC4537,May,Lecturer,CAM0008,2023-05-22
FAC4538,Company,Professor,CAM0020,23-08-2022
FAC4539,It,Assistant Professor,CAM0020,11-05-2024
FAC4540,Hope,Assistant Professor,CAM0011,08/26/2024
FAC4541,Station,Professor,CAM0008,2024-08-07
FAC4542,Fly,Associate Professor,CAM0002,09-07-2022
FAC4543,Card,Lecturer,CAM0005,14-04-2022
FAC4544,Require,Professor,CAM0010,04/05/2023
FAC4545,Local,Assistant Professor,CAM0015,2023-09-23
FAC4352,Property,Associate Professor,CAM0018,25/01/2023
FAC4547,Amount,Lecturer,CAM0001,21-04-2024
FAC4548,Southern,Lecturer,CAM0003,27/12/2022
FAC4549,Add,Associate Professor,CAM0016,02/03/2024
FAC4550,Training,Professor,CAM0019,21/06/2023
FAC4551,Start,Professor,CAM0010,14/01/2023
FAC4552,Senior,Associate Professor,CAM0012,03/24/2022
FAC4553,Story,associate professor,CAM0020,23/02/2023
FAC4554,Glass,Professor,CAM0018,16-07-2024
FAC4555,Eye,Assistant Professor,CAM0013,06/09/2024
FAC4556,Against,Lecturer,CAM0019,05-05-2024
FAC4557,Himself,Associate Professor,CAM0017,11/09/2023
FAC4558,Attorney,Assistant Professor,CAM0011,2023-01-25
FAC4559,Require,Associate Professor,CAM0004,09/16/2023
FAC4560,Seek,Professor,CAM0010,25-03-2022
FAC4561,Purpose,Lecturer,CAM0014,20/08/2023
FAC4562,Father,Associate Professor,CAM0015,27/10/2023
FAC4563,Performance,ASSOCIATE PROFESSOR,CAM0020,02/04/2022
FAC4564,Number,Associate Professor,CAM0009,22/03/2024
FAC4565,Ten,Associate Professor,CAM0018,14/01/2023
FAC4566,Training,Associate Professor,CAM0019,13/11/2023
FAC4567,Himself,Professor,CAM0017,2023-04-21
FAC4568,Property,Lecturer,CAM0016,2024-11-02
FAC4569,Involve,Lecturer,CAM0019,12-05-2023
FAC4570,Bill,Professor,CAM0001,20-02-2024
FAC0633,Section,Lecturer,CAM0014,05-06-2022
FAC4572,Day,Assistant Professor,CAM0013,11-08-2024
FAC4573,Threat,Associate professor,CAM0008,10/16/2024
FAC4574,Suffer,Professor,CAM0015,15-09-2022
FAC4575,Assume,Professor,CAM0017,2023-08-03
FAC4576,First,Assistant Professor,CAM0013,05/07/2022
FAC4577,Mean,Lecturer,CAM0017,07/03/2023
FAC4578,Policy,Professor,CAM0018,2022-10-11
FAC4579,Clearly,Lecturer,CAM0019,05/16/2024
FAC4580,Live,Assistant Professor,CAM0007,09-08-2023
FAC4581,Let,Lecturer,CAM0008,08-09-2024
FAC4582,Color,Assistant Professor,CAM0008,2022-07-10
FAC4583,Audience,Associate Professor,CAM0018,21/12/2022
FAC4584,Television,Associate Professor,CAM0017,22-03-2023
FAC4585,Community,Associate Professor,CAM0003,20/05/2022
FAC4586,Dark,Lecturer,CAM0006,03/09/2023
FAC4587,Type,Professor,CAM0019,05/22/2023
FAC4588,Physical,Lecturer,CAM0015,2022-06-07
FAC4589,Themselves,Lecturer,CAM0009,27-01-2023
FAC4590,Gun,Associate Professor,CAM0005,09/12/2023
FAC4591,Huge,Professor,CAM0008,08/13/2023
FAC4592,Southern,Assistant Professor,CAM0003,06-10-2022
FAC4593,Sort,Associate Professor,CAM0002,05-11-2022
INVALID_70,Skin,Assistant Professor,CAM0018,26/01/2022
FAC4595,Loss,Lecturer,CAM0016,11-10-2024
FAC4596,Than,Lecturer,CAM0008,09/30/2024
FAC4597,Politics,Associate Professor,CAM0009,10/06/2024
FAC4598,By,Professor,CAM0017,2022-12-20
FAC4599,Impact,Professor,CAM0007,25/05/2022
FAC4600,Agency,Assistant Professor,CAM0012,07/19/2022
FAC4601,Bad,Professor,CAM0018,27/05/2022
FAC4602,Who,Assistant Professor,CAM0004,07/28/2022
FAC4603,Its,Associate Professor,CAM0009,06/08/2023
FAC4604,At,Professor,CAM0005,2022-07-02
FAC1852,Room,Assistant Professor,CAM0003,2024-11-17
FAC4606,Down,Associate Professor,CAM0008,07/06/2024
FAC4607,Board,Assistant Professor,CAM0004,11-12-2022
FAC4608,Worry,Associate Professor,CAM0003,08-01-2022
FAC1216,Nor,Assistant Professor,CAM0014,21-01-2023
FAC4610,Sometimes,Assistant Professor,CAM0004,15-06-2023
FAC4611,Class,Professor,CAM0019,08/04/2022
FAC4612,Huge,Professor,CAM0009,2023-09-27
FAC4613,Gun,Lecturer,CAM0016,04/02/2024
FAC4614,Radio,Assistant Professor,CAM0008,2022-04-03
FAC4615,Suggest,Assistant Professor,CAM0008,27-05-2023
FAC4616,Check,Associate Professor,CAM0017,05/11/2023
FAC4617,Day,Professor,CAM0002,2022-10-09
FAC4618,Scientist,ASSISTANT PROFESSOR,CAM0020,2024-09-29
FAC4619,Magazine,Assistant Professor,CAM0011,2023-04-03
FAC4620,Season,Lecturer,CAM0001,13/09/2023
FAC4621,Pretty,Professor,CAM0003,2023-12-30
FAC4622,Game,Assistant Professor,CAM0006,2024-12-03
FAC4623,Capital,Assistant Professor,CAM0002,08/22/2023
FAC4624,Single,Assistant Professor,CAM0005,11/24/2023
FAC4625,If,PROFESSOR,CAM0001,2024-01-27
FAC4626,No,Professor,CAM0020,04/01/2022
FAC4627,Focus,Lecturer,CAM0012,18-02-2023
FAC4628,Forward,Assistant Professor,CAM0004,2022-11-09
FAC4629,Voice,Associate Professor,CAM0017,12/07/2024
FAC4630,Kid,Assistant Professor,CAM0012,04/10/2024
FAC4631,Best,Professor,CAM0018,05/13/2023
FAC4632,Certain,Professor,CAM0004,2023-06-12
FAC4633,Back,LECTURER,CAM0011,13-04-2024
FAC4634,Fire,Lecturer,CAM0014,2022-04-10
FAC4635,Allow,Lecturer,CAM0013,17/05/2022
FAC4636,Receive,Associate Professor,CAM0010,09/06/2022
FAC4637,Chance,Assistant Professor,CAM0015,21-03-2022
FAC4638,Party,Lecturer,CAM0002,2023-10-28
FAC4639,Know,Professor,CAM0013,14-02-2023
FAC4640,Seat,Professor,CAM0019,13/05/2022
FAC4641,Skin,Associate Professor,CAM0003,15/03/2022
FAC1055,Where,Professor,CAM0016,08/11/2022
FAC4643,Cost,Assistant Professor,CAM0010,2023-01-14
FAC4644,Radio,Lecturer,CAM0017,22/02/2024
FAC4645,Guy,Assistant Professor,CAM0018,03/22/2023
FAC4646,Move,Professor,CAM0016,10/06/2024
FAC4647,Draw,Lecturer,CAM0002,03/03/2024
FAC4648,Provide,Associate Professor,CAM0014,27/07/2024
FAC4649,Its,Lecturer,CAM0003,27/03/2023
FAC4650,Peace,Professor,CAM0015,2022-08-24
FAC4651,My,Assistant Professor,CAM0004,28-02-2023
FAC4652,Concern,associate professor,CAM0002,16-05-2022
FAC4653,Foot,Lecturer,CAM0004,12/26/2022
FAC4654,Later,Professor,CAM0018,02/10/2023
FAC4655,Contain,Lecturer,CAM0003,2023-01-03
FAC4656,Bill,Professor,CAM0011,16-04-2024
FAC4657,Teach,Associate Professor,CAM0005,17/01/2023
FAC4658,These,Lecturer,CAM0017,2024-11-06
FAC4659,Third,Assistant Professor,CAM0003,2022-04-30
FAC4660,Weight,Professor,CAM0020,01-10-2023
FAC4661,Scientist,Professor,CAM0020,02/18/2022
FAC4662,Common,Professor,CAM0006,01/30/2023
FAC4663,First,Lecturer,CAM0007,03/20/2022
FAC4664,Remember,Associate Professor,CAM0010,12/30/2023
FAC4665,Analysis,Lecturer,CAM0014,01/29/2022
FAC4666,Bed,Professor,CAM0009,04/30/2024
FAC4667,Talk,Assistant Professor,CAM0007,03/05/2022
FAC4668,Use,Associate Professor,CAM0016,2023-04-10
FAC4669,Fine,Professor,CAM0011,2022-09-08
FAC4670,Stay,Associate Professor,CAM0001,2023-01-08
FAC4671,Bank,Professor,CAM0008,25-05-2024
INVALID_28,Born,Associate Professor,CAM0014,11/01/2022
FAC4673,Follow,Lecturer,CAM0003,26-08-2023
FAC4674,Usually,Assistant Professor,CAM0020,12/05/2023
FAC4675,Yet,Assistant Professor,CAM0002,01/31/2023
FAC4676,Market,Professor,CAM0010,11/05/2023
FAC4677,Television,Professor,CAM0020,22/10/2023
FAC4678,Few,Assistant Professor,CAM0014,28-01-2022
FAC4679,Reveal,Assistant Professor,CAM0013,15/10/2022
INVALID_34,Card,Professor,CAM0019,01/03/2022
FAC0306,Contain,Professor,CAM0002,09-06-2022
FAC4682,Move,Lecturer,CAM9999,24/06/2024
FAC4683,Writer,Assistant Professor,CAM0010,14-12-2024
FAC4684,For,Lecturer,CAM0014,04/02/2023
FAC4685,Ground,Associate Professor,CAM0010,04/18/2023
FAC4686,Soon,Associate Professor,CAM0003,2024-06-20
FAC4538,Eye,Associate Professor,CAM9999,28-11-2023
FAC4688,Where,Lecturer,CAM0010,08-04-2023
FAC4689,Former,Professor,CAM0006,2022-09-19
FAC4690,Available,Associate Professor,CAM0016,08/09/2022
FAC4691,Become,Professor,CAM0003,13-09-2023
FAC4692,Partner,Associate Professor,CAM0011,05/08/2023
FAC4693,Service,Assistant Professor,CAM0008,2024-01-18
FAC0717,Answer,Lecturer,CAM0012,23/04/2023
FAC4695,Significant,Assistant Professor,CAM0008,12-04-2023
FAC4696,Himself,Assistant Professor,CAM0014,08/05/2023
FAC4697,Discover,LECTURER,CAM0010,07/19/2024
FAC4698,Rock,Lecturer,CAM0006,09/14/2024
FAC4699,Particular,Assistant Professor,CAM0006,07/25/2024
FAC4700,Under,Assistant Professor,CAM0004,2023-05-12
FAC4701,And,Associate Professor,CAM0003,2022-01-04
FAC4702,Season,Professor,CAM0007,06/03/2022
FAC4703,Your,Lecturer,CAM0007,06-04-2024
FAC4704,Me,Professor,CAM0017,01/01/2023
FAC4705,Mind,Associate Professor,CAM0009,2023-01-03
FAC4706,Major,Lecturer,CAM0017,14/10/2022
FAC4707,Itself,Professor,CAM0008,2022-07-26
FAC4708,Political,Professor,CAM0016,2023-09-01
FAC4709,Reality,Assistant Professor,CAM0016,11-07-2024
FAC4710,Ever,Professor,CAM0017,04-12-2023
INVALID_72,Minute,Professor,CAM9999,2022-07-04
FAC4712,Beyond,Associate Professor,CAM9999,12/09/2023
FAC4713,Well,Professor,CAM0008,15/01/2022
FAC4714,Difference,Assistant Professor,CAM0003,14/07/2022
FAC4110,Fast,Professor,CAM0002,15-02-2022
FAC4716,You,Professor,CAM0018,26-10-2024
FAC4717,Remember,Associate Professor,CAM0020,2024-11-30
FAC4718,Car,Professor,CAM0004,07-03-2023
FAC4719,Make,LECTURER,CAM0006,2024-04-09
FAC4289,Suggest,Associate Professor,CAM0019,23/12/2024
FAC4721,Indicate,Associate Professor,CAM0020,07/07/2023
FAC4722,Particular,Assistant Professor,CAM0005,09-10-2022
FAC4723,Sure,Associate Professor,CAM0012,2024-11-16
FAC1868,Position,Associate Professor,CAM0017,2024-02-03
FAC0736,Newspaper,Assistant Professor,CAM0005,25/09/2024
FAC4726,Election,Assistant Professor,CAM0002,13-03-2022
FAC4727,Party,Associate Professor,CAM0004,10-12-2022
FAC4728,Enjoy,Lecturer,CAM0014,12/02/2024
FAC4729,Keep,Lecturer,CAM0007,08-05-2024
FAC4730,Base,Lecturer,CAM0011,19-03-2023
FAC4731,Especially,Associate Professor,CAM0005,30/06/2022
FAC4732,Must,Professor,CAM0014,06/08/2022
FAC4733,Boy,Associate Professor,CAM0015,17-07-2022
FAC4734,Occur,Associate Professor,CAM0012,01/23/2023
FAC4735,Population,lecturer,CAM0005,22/12/2023
FAC4736,Citizen,Assistant Professor,CAM0010,03/06/2022
FAC4737,Design,Professor,CAM0008,19/01/2022
FAC4738,Focus,Professor,CAM0001,05/17/2024
FAC4739,Pattern,Assistant Professor,CAM0006,07-06-2023
FAC4740,Project,Lecturer,CAM0002,03/13/2022
FAC4741,Impact,Professor,CAM0009,03-07-2024
FAC4742,Red,Assistant Professor,CAM0013,2023-09-07
FAC4743,Life,Associate Professor,CAM0007,27-05-2022
FAC4744,Know,Assistant Professor,CAM0016,14-09-2024
FAC4745,Affect,Lecturer,CAM0019,02-06-2024
FAC4746,Type,Lecturer,CAM0018,2023-10-27
FAC4747,While,Assistant Professor,CAM0016,11-05-2024
FAC4748,Congress,Associate Professor,CAM0013,2024-02-25
FAC4749,Your,Associate professor,CAM9999,09/30/2022
FAC4750,Performance,Lecturer,CAM0001,2023-01-25
FAC4751,Imagine,Lecturer,CAM0018,08/03/2023
FAC4752,Society,Assistant Professor,CAM9999,08/10/2022
FAC4753,Hour,Assistant Professor,CAM0018,2023-04-26
FAC4754,Boy,Professor,CAM0002,01-11-2023
FAC4755,Shoulder,Lecturer,CAM0016,20-07-2023
FAC4756,Four,Lecturer,CAM0013,2024-08-20
FAC4757,Ago,Assistant Professor,CAM0017,02/10/2023
FAC4758,North,ASSISTANT PROFESSOR,CAM0003,09-11-2023
FAC4759,Walk,Assistant Professor,CAM0005,30-07-2024
FAC4760,Among,Associate Professor,CAM0014,11/29/2024
FAC4761,Manager,Assistant Professor,CAM0013,01/14/2023
FAC4762,Character,Professor,CAM0006,29/08/2022
FAC4763,Analysis,lecturer,CAM0014,28-10-2024
FAC4764,Many,Associate professor,CAM0009,08/22/2022
INVALID_46,Plant,Professor,CAM0008,07-01-2024
FAC4766,Kind,LECTURER,CAM0003,2022-09-20
FAC4767,Doctor,Assistant Professor,CAM0006,11-05-2022
FAC4768,Once,Associate Professor,CAM0019,17/11/2023
FAC4769,Bag,Assistant Professor,CAM0002,06-03-2022
FAC4770,Book,Assistant professor,CAM0013,02/07/2022
FAC4771,Such,Professor,CAM0019,03/31/2022
FAC4772,Fish,Professor,CAM0014,07-06-2022
FAC4773,Remain,Lecturer,CAM0007,01-02-2023
FAC4774,Politics,Associate Professor,CAM0001,2023-03-01
FAC4775,Sell,Assistant Professor,CAM0001,14-12-2024
FAC4776,Dark,Assistant Professor,CAM0003,14-02-2022
FAC4777,Economy,Associate Professor,CAM0006,08-04-2022
FAC4778,Minute,Lecturer,CAM0011,2022-10-07
