AgentID,Name,Region,Specialization,HireDate,TotalPoliciesSold
AGE3881,Tend,East,Next,2023-05-04,224
AGE3882,Impact,Central,Guy,20-11-2024,233
AGE3883,Shoulder,North,Truth,09/17/2024,237
AGE3884,Wrong,South,Walk,13-12-2022,104
AGE3885,Before,East,Smile,10/30/2022,256
AGE3886,Evidence,EAST,My,12-06-2023,212
AGE3887,Cut,Central,Member,08/04/2024,68
AGE3888,Off,Central,When,15/02/2023,282
AGE3889,Interview,West,Pass,19-02-2023,69
AGE3890,Back,North,Movement,2022-08-13,280
AGE3891,City,South,Upon,03/11/2023,202
AGE3892,Hospital,south,Report,2022-06-11,287
AGE3893,Pass,West,American,2023-03-24,169
AGE3894,Buy,South,Cost,24-12-2023,206
AGE3895,Discuss,South,American,2022-05-29,298
AGE3896,Together,Central,Yeah,09-09-2022,259
AGE3897,Single,Central,One,2022-12-22,141
AGE3898,Reality,Central,Environment,2024-05-31,125
AGE3899,Small,North,Building,29/03/2022,72
AGE3900,Face,West,Old,12/05/2024,281
AGE3901,Line,Central,Traditional,12/26/2023,4
AGE3902,Democrat,North,History,14/11/2023,207
AGE3903,Brother,East,Water,03/12/2024,52
AGE3904,Agent,South,Site,2023-10-24,245
AGE3905,Thousand,East,General,12/31/2023,282
AGE3906,Quite,Central,Life,05-12-2024,125
AGE3907,Production,East,Keep,23/12/2023,135
AGE3908,Seat,West,Throw,09/19/2022,87
AGE3909,Ago,North,Similar,2024-02-23,269
AGE3910,Wear,West,Once,04/19/2024,246
AGE3911,Record,North,Organization,06/02/2024,200
AGE3912,Movement,West,Few,06/21/2023,217
AGE3913,Per,north,Her,27/09/2024,265
AGE3914,Example,West,News,17-04-2023,288
AGE3915,Close,East,Lead,15/07/2024,117
AGE3916,Consumer,North,Nor,04/22/2024,93
AGE3917,Few,North,Science,01/20/2024,297
AGE3918,Want,Central,Officer,2023-11-21,162
AGE3919,Visit,East,Weight,2024-04-27,230
AGE3920,Need,North,Lose,07/08/2022,178
AGE3921,Morning,WEST,Seat,10/19/2022,96
AGE3922,Industry,West,Anyone,06-05-2023,55
AGE3923,Price,East,Beyond,04/01/2022,6
AGE3924,Law,East,Sort,30/10/2022,85
AGE3925,Institution,Central,Difficult,02/09/2022,9
AGE3926,Future,north,Trip,03/15/2023,214
AGE3927,Child,North,Guess,2022-03-12,184
AGE3928,Amount,East,Drop,2022-02-20,157
AGE3929,Organization,East,Employee,06/02/2022,37
AGE3930,Store,West,Loss,06-07-2023,262
AGE3931,Accept,South,Eye,06/01/2024,274
AGE3932,Present,North,Adult,2022-06-21,249
AGE3933,Like,East,Over,10/18/2023,274
AGE3934,South,West,Thing,07/22/2024,179
AGE3935,Suddenly,North,Table,30-04-2024,54
AGE3936,Prevent,West,Place,28/04/2023,228
AGE3937,Any,East,Actually,11/08/2023,297
AGE3938,Industry,North,Hand,03/03/2023,130
AGE3939,Even,South,Effort,02/03/2022,48
AGE3940,Try,West,Suddenly,16/01/2024,86
AGE3941,Stay,North,Production,06/06/2022,179
AGE3942,List,East,Affect,07/02/2023,25
AGE3943,Institution,East,Protect,2024-09-21,35
AGE3944,Shake,Central,Participant,25/08/2024,42
AGE3945,Someone,Central,Into,11/04/2022,274
AGE3946,Society,South,Series,27/12/2024,291
AGE3947,Out,West,Night,27/07/2022,222
AGE3948,Couple,North,Wind,2023-12-26,-1
AGE3949,Speech,south,Owner,01/07/2022,9999
AGE3950,Necessary,East,Catch,2022-03-12,237
AGE3951,Audience,Central,Sell,2024-06-01,237
AGE3952,Fact,Central,Effort,2022-03-09,134
AGE3267,Writer,South,Service,02/08/2022,256
AGE3954,Director,North,Around,2023-06-29,102
AGE3955,Century,West,Challenge,11-06-2024,-1
AGE3956,Ok,East,Beautiful,01/25/2022,28
AGE3957,Happen,North,Within,21/11/2022,107
AGE3958,Surface,South,Firm,2022-02-04,120
AGE3959,Outside,Central,Something,22/12/2023,-1
AGE3960,Hot,Central,Form,09/11/2024,200
AGE3961,Learn,South,Former,02/17/2023,79
AGE3962,Share,North,Control,2023-12-09,292
AGE3963,Ten,East,Like,19/05/2024,130
AGE3964,Building,Central,Cut,11-07-2023,54
AGE3965,Condition,East,Here,08/03/2023,3
AGE3966,Member,North,Check,10/06/2023,167
INVALID_45,Smile,South,Debate,23-05-2023,243
AGE3968,Score,Central,Political,23/12/2024,95
AGE3969,Rest,North,Who,17/11/2023,205
AGE3970,Probably,West,Upon,15-07-2022,167
AGE3971,Language,Central,Job,01/01/2023,34
AGE3972,Those,West,Some,2023-07-30,227
AGE3973,Describe,South,History,25/01/2024,273
AGE3974,Citizen,West,Policy,19-04-2024,246
AGE3975,For,East,Blue,02/07/2024,195
AGE3976,Still,Central,Few,04-07-2022,223
AGE3977,Gun,West,Stop,19/06/2022,246
AGE3978,Phone,East,Brother,25-11-2022,274
AGE3979,Environment,West,Operation,12/07/2022,243
AGE3980,Sort,North,Bit,08/12/2022,115
AGE3981,Good,Central,Visit,11/06/2022,114
AGE3982,Model,South,Act,19/04/2022,163
AGE3983,Military,West,Public,2022-11-29,243
AGE3984,Memory,North,Public,19-01-2022,17
AGE3985,Congress,South,Hotel,02/19/2024,101
AGE3986,Fund,South,Writer,28-05-2023,179
AGE3987,Physical,South,Green,30/08/2024,260
AGE3988,Family,East,Prove,2024-09-02,267
AGE3989,Office,East,Bit,07/11/2024,51
AGE3990,Base,south,Detail,02/18/2022,64
AGE3991,Best,EAST,Still,02/11/2024,0
AGE3992,Real,Central,Especially,2022-10-05,295
AGE3993,Local,South,Painting,03-03-2024,238
AGE3994,Ready,Central,Last,03/22/2023,2
AGE3995,Smile,East,Trade,20-04-2022,27
AGE3996,Same,Central,Describe,2024-03-04,102
AGE3997,Open,West,Week,08/25/2022,9999
AGE3998,Can,Central,Father,28-12-2024,8
AGE3999,Grow,North,In,18/04/2024,139
AGE4000,Reason,South,Project,2023-06-13,157
AGE4001,Its,East,Image,10/28/2023,124
AGE4002,Important,South,Herself,23/01/2024,287
AGE4003,In,South,Carry,2022-10-15,97
AGE4004,Class,NORTH,Information,05/02/2023,100
AGE4005,Instead,Central,Network,05/18/2024,179
AGE4006,Best,North,Its,29/08/2022,248
AGE4007,Product,Central,Stop,2022-08-05,101
AGE4008,Provide,West,Firm,16/06/2024,222
AGE4009,Mouth,West,Attention,2022-11-18,132
AGE4010,Teacher,West,Strategy,05-12-2024,138
AGE4011,Law,East,Military,17-07-2024,197
AGE4012,Simple,East,Upon,04/16/2024,63
AGE4013,Result,South,Serve,2024-08-28,121
AGE4014,Success,South,Hear,19-01-2024,194
AGE4015,Hope,South,Hour,08/29/2022,235
AGE4016,Process,Central,Peace,2024-04-19,139
AGE4017,Great,East,Crime,19-10-2023,8
AGE4018,Scene,East,Game,28-03-2022,226
AGE1020,Response,North,Plant,03-01-2023,250
AGE2930,Entire,EAST,Role,2024-01-16,0
AGE4021,Seven,South,Explain,25-10-2024,220
AGE4022,Leave,East,Fall,2024-02-02,286
AGE4023,Course,East,Draw,2022-11-28,139
AGE4024,Low,South,Provide,14/08/2024,135
AGE4025,Skill,South,Hospital,24/06/2022,110
AGE4026,That,North,Suddenly,21-02-2023,106
AGE4027,Indicate,South,Mean,08/27/2023,20
AGE4028,Section,South,Professional,03/08/2024,241
AGE4029,Attorney,East,Return,19/02/2023,156
AGE4030,Economic,West,Them,11/08/2024,181
AGE4031,Minute,West,Ahead,28/04/2023,120
AGE4032,Safe,South,Determine,09/30/2022,162
AGE4033,Instead,North,Tonight,08/31/2024,210
AGE4034,Send,East,Sense,13/11/2024,288
AGE4035,Machine,Central,Deep,02/03/2023,8
INVALID_39,Bed,South,Mrs,2024-08-12,58
AGE4037,Produce,Central,Various,2024-01-23,280
AGE4038,Believe,West,Start,06/08/2023,228
AGE4039,Pattern,North,Appear,29/05/2022,131
AGE4040,Most,South,Bill,14-11-2023,227
AGE4041,True,Central,Less,03/25/2024,180
AGE4042,Again,West,Network,2024-12-28,37
AGE4043,Fight,West,During,2023-04-14,50
AGE4044,Society,North,Choice,08/11/2024,75
INVALID_17,Other,North,Ten,10/05/2023,29
AGE4046,Me,South,Summer,2022-06-06,2
AGE4047,Number,Central,Growth,13/12/2022,272
AGE4048,Once,North,Whose,15-12-2024,98
AGE4049,Finish,South,Defense,10/11/2023,253
AGE4050,Natural,Central,Strategy,26/04/2024,125
AGE4051,Lay,North,Difficult,12-03-2023,232
INVALID_8,Including,West,Glass,29/08/2024,162
AGE4053,Record,West,Deal,05/10/2024,154
AGE4054,Between,North,Player,08/26/2023,145
AGE4055,True,East,Others,2022-11-29,56
AGE4056,Wind,South,Full,10-09-2022,217
AGE4057,Store,West,Democratic,05/21/2022,101
AGE4058,Loss,North,Investment,19-06-2023,115
AGE4059,Difficult,Central,Power,22-02-2022,130
AGE4060,Herself,Central,Avoid,04-01-2022,-1
AGE4061,Degree,East,Government,06/16/2022,170
AGE4062,Too,Central,Center,2022-08-23,82
AGE4063,Kid,South,Behavior,2024-05-23,198
AGE4064,Material,South,Energy,22-07-2022,215
AGE4065,Serve,South,Executive,27/01/2023,162
AGE4066,Agency,North,Effect,2024-04-20,258
AGE4067,Economy,Central,Himself,11/13/2023,83
AGE4068,War,West,Course,24-03-2024,278
AGE4069,Small,North,Attention,2024-05-04,129
AGE4070,Pay,Central,Unit,03/10/2023,170
AGE1880,Current,East,Six,05-01-2024,169
AGE4072,Must,Central,Enjoy,26/03/2023,214
AGE4073,Between,East,Single,17-07-2023,97
AGE4074,Find,east,Buy,04/30/2022,52
AGE4075,Player,West,Government,09/27/2023,282
AGE4076,Data,South,Product,16/08/2022,144
AGE1922,Event,West,While,02/05/2024,270
AGE4078,Alone,Central,Wonder,05/18/2024,60
AGE4079,Miss,Central,Wall,21-10-2022,38
AGE4080,Rather,South,Land,2024-08-17,210
AGE4081,Executive,Central,Place,15/10/2023,166
AGE4082,Summer,North,Huge,12/19/2022,218
AGE4083,Word,South,Finally,30/07/2023,113
AGE1107,Vote,Central,Industry,2022-07-29,42
AGE0777,Include,South,Store,31/10/2024,213
AGE4086,So,North,Tell,2024-02-13,248
AGE4087,Already,Central,Agreement,03/03/2023,189
AGE4088,Bad,North,Fall,06/02/2022,295
AGE4089,Individual,North,Mission,2024-11-08,72
AGE4090,Soldier,South,Performance,29-05-2023,237
AGE4091,Stay,WEST,Last,18/09/2023,194
AGE4092,Enjoy,North,Do,20/02/2023,170
AGE4093,Program,Central,Institution,06/14/2022,294
AGE4094,Vote,South,Would,02/02/2023,48
AGE4095,Collection,South,Hotel,27/04/2022,244
AGE4096,Have,East,Someone,10/26/2022,191
AGE4097,Strong,North,Compare,28-06-2022,208
AGE4098,Who,East,Individual,27-07-2023,113
AGE3625,Various,EAST,Ten,31/08/2022,177
AGE4100,Usually,West,Five,2022-08-17,295
AGE4101,Possible,West,Build,09-11-2022,60
AGE4102,Care,East,Argue,15-09-2022,266
AGE4103,Assume,North,Police,05/12/2022,217
AGE4104,Enough,West,Detail,21-12-2023,95
AGE4105,Write,South,Smile,28-05-2022,78
AGE4106,Final,South,Production,09-07-2024,35
AGE4107,Under,East,Television,16-01-2023,92
AGE4108,Street,West,Wonder,23-05-2024,264
AGE4109,Although,West,Me,2023-10-29,73
AGE4110,Pm,East,Evening,2022-03-28,171
AGE4111,Several,East,Company,27/07/2024,161
AGE4112,Because,East,Act,2024-02-22,222
AGE4113,Everything,North,Ready,16-12-2024,46
AGE4114,Break,Central,Improve,2023-10-10,121
AGE4115,Especially,East,Receive,03/28/2022,111
AGE4116,Think,West,Board,06/22/2022,108
AGE4117,Enough,Central,Down,17-05-2024,67
AGE4118,Rock,East,Have,25/03/2022,225
AGE4119,Or,North,Pick,14/04/2024,195
AGE4120,These,Central,We,2022-05-11,195
AGE4121,Force,West,Machine,2023-05-06,196
AGE4122,Although,West,Activity,2024-02-17,185
AGE4123,Event,East,Music,16/06/2023,84
AGE4124,Score,South,Simply,08/08/2023,0
AGE4125,Fear,North,Down,05/04/2024,216
AGE4126,Approach,Central,Opportunity,08/04/2023,69
AGE1463,Happen,South,Whole,2024-11-17,218
AGE4128,Establish,South,Sing,2022-06-29,52
AGE4129,Official,Central,Southern,01/14/2023,22
AGE4130,With,West,Human,10-07-2022,161
AGE4131,Control,South,Call,26-01-2024,202
AGE4132,Product,South,Yard,08/01/2022,51
AGE4133,Begin,North,Herself,28/04/2023,291
AGE4134,Pay,West,Defense,21/12/2024,75
AGE4135,Cost,West,Himself,28/04/2023,300
AGE4136,Sign,West,Age,10/08/2024,165
AGE4137,Impact,West,House,26/11/2022,185
AGE4138,Interview,West,Myself,01/07/2024,145
AGE4139,Television,East,End,2024-12-24,144
AGE4140,Whatever,Central,Dog,18/06/2024,42
AGE4141,President,Central,Agent,23/10/2024,72
AGE4142,Fly,North,You,20-06-2024,1
AGE4143,Over,North,Rise,2022-09-11,133
AGE4144,Debate,South,Hundred,2023-12-28,233
AGE4145,Purpose,West,Force,30/03/2023,36
AGE4146,Rich,South,Such,12/26/2022,194
AGE4147,Certainly,Central,Its,18/09/2024,129
AGE4148,Magazine,South,Study,2022-03-06,255
AGE4149,Walk,East,Imagine,01/19/2022,185
AGE4150,Right,West,Participant,20-03-2022,8
AGE4151,Although,South,Authority,08-11-2023,9999
AGE4152,Practice,West,Indeed,03/23/2022,1
AGE4153,Out,North,Back,05/16/2024,179
AGE4154,Wait,East,Police,21-11-2024,265
AGE4155,Little,East,Decision,31-05-2022,122
AGE4156,Fact,North,Amount,2024-06-12,107
AGE1967,Community,Central,Evidence,2022-12-14,216
AGE4158,Prove,West,Measure,12/16/2022,201
AGE4159,Interview,South,Pass,04/07/2023,150
AGE4160,Effect,North,Hair,28/11/2024,43
AGE4161,Possible,Central,Able,24/02/2023,176
AGE4162,Anything,Central,Operation,2023-07-14,246
AGE4163,Meet,West,Community,09/20/2024,263
AGE4164,Right,North,Modern,27-12-2024,169
AGE4165,By,North,Strategy,20-05-2022,127
AGE4166,Purpose,West,Rule,02/01/2023,215
AGE4167,Learn,North,White,14-03-2023,138
AGE4168,No,Central,Sea,2022-05-08,278
AGE4169,Become,West,Pay,05-10-2022,132
AGE4170,Instead,South,Station,25/10/2023,237
AGE4171,Seat,East,Career,26/08/2024,14
AGE4172,Stage,North,Thank,2024-06-15,145
AGE4173,Hand,Central,Return,25/09/2022,55
AGE4174,Product,South,Yeah,2022-04-13,258
AGE4175,Whether,East,Face,19/02/2023,184
AGE4176,Successful,Central,Break,20/04/2022,0
AGE4177,Glass,South,Rate,09/07/2024,0
AGE4178,Since,East,Determine,09/20/2022,184
AGE4179,Attorney,West,Word,2022-11-12,104
AGE4180,Take,South,Third,2022-04-19,215
AGE4181,Environment,West,Wall,2024-12-16,231
AGE4182,Able,West,Bill,2024-08-30,135
AGE4183,Treatment,North,Interesting,2024-06-18,75
AGE4184,Area,West,Help,2024-07-20,277
AGE4185,Score,North,My,07/14/2023,253
AGE4186,Pretty,South,Minute,10/03/2023,12
AGE4187,Agreement,East,Listen,09/26/2022,94
AGE4188,Travel,North,Letter,09-09-2022,23
AGE4189,Air,SOUTH,Think,12/13/2023,283
AGE4190,We,West,Above,03/04/2022,164
AGE4191,Movie,West,Number,2024-05-12,36
AGE4192,Thing,East,President,2022-09-13,71
AGE4193,Power,South,Radio,17-07-2022,69
AGE4194,Reality,South,Good,03/13/2024,27
AGE0600,Site,Central,Leader,08/19/2023,122
AGE4196,Fall,South,Real,10/04/2023,134
AGE4197,Shake,East,Student,14/11/2024,227
AGE4198,Center,East,Wall,17-01-2022,281
AGE4199,Like,West,Human,06/29/2022,252
AGE4200,At,North,Article,21/03/2022,9999
AGE4201,Book,South,Should,20/08/2022,69
AGE4202,Week,south,Myself,30-01-2022,75
INVALID_74,Line,East,Believe,03/04/2023,178
AGE4204,Individual,East,Rate,12/03/2023,125
AGE4205,Receive,South,Role,10-09-2024,275
AGE4206,Option,West,Culture,25/08/2024,125
AGE4207,Like,East,Real,2024-03-29,255
AGE4208,Professor,East,Through,2022-11-13,61
AGE4209,Trade,West,Over,2022-02-23,175
AGE4210,Win,West,Us,2024-09-19,94
AGE4211,Situation,West,He,27-03-2024,2
AGE4212,Write,West,Answer,2024-07-30,287
AGE4213,Price,South,Safe,19/04/2024,262
AGE4214,True,West,Any,11/25/2022,207
AGE4215,Ten,Central,White,07/10/2022,183
AGE4216,Agent,South,Between,2022-11-19,2
AGE4217,Agency,South,Science,2023-07-07,40
AGE4218,Address,East,Forward,13-10-2022,168
AGE4219,Can,West,Sound,17-04-2023,202
AGE4220,Power,North,Three,02/07/2022,239
AGE4221,Director,North,Long,11/10/2024,56
AGE4222,Your,East,House,17-04-2024,229
AGE4223,Practice,North,Without,01/03/2022,61
AGE4224,Game,Central,Foot,29/06/2024,241
AGE4225,Arrive,North,Information,28/08/2023,281
AGE4226,Term,Central,Doctor,11/01/2022,93
AGE4227,Morning,West,Where,2024-04-03,204
AGE4228,Significant,South,Tax,2022-01-31,277
AGE4229,Street,Central,Discover,30-10-2024,179
AGE4230,Brother,North,Meet,27/12/2022,145
AGE4231,Everything,North,Method,23-04-2023,9999
AGE4232,What,West,Vote,26-06-2024,208
AGE4233,Drop,Central,Total,23/03/2023,73
AGE4234,Nice,East,Wish,2024-07-25,167
AGE4235,Beautiful,East,Report,11-08-2023,40
AGE4236,Decide,West,Operation,2023-11-11,236
AGE4237,Election,West,Little,07/24/2023,287
AGE4238,Age,Central,Read,11/18/2024,46
AGE4239,Themselves,Central,Wide,08/09/2022,8
AGE4240,Challenge,South,Family,2023-11-02,136
AGE4241,Budget,East,Idea,02-02-2022,286
AGE4242,Study,EAST,Worry,08/05/2024,20
AGE4243,Board,south,Everything,09/09/2023,152
AGE4244,Other,Central,Relationship,19/02/2023,43
AGE1087,Measure,NORTH,Movement,07/20/2023,100
AGE4246,Explain,East,Step,10/10/2024,54
AGE4247,Four,West,Skin,11-01-2023,17
AGE4248,Nature,SOUTH,Your,07/21/2022,46
AGE4249,However,North,Subject,06/01/2022,235
AGE4250,Somebody,East,Late,03/31/2024,160
AGE4251,Rich,East,Season,03/13/2024,101
AGE4252,Run,Central,Cup,04-04-2024,65
AGE4253,May,South,Name,12/12/2023,128
AGE4254,Member,North,Seat,19-02-2024,192
AGE4255,A,East,Candidate,06/06/2022,150
AGE4256,Beyond,WEST,Manager,10-12-2023,119
AGE4257,Foreign,Central,Work,2023-04-07,132
AGE4258,Test,Central,Left,30/06/2024,71
AGE4259,Security,South,Specific,13/08/2024,280
AGE4260,Mind,North,Current,2022-10-03,138
AGE4261,Discover,Central,Picture,09-02-2023,169
AGE4262,Evening,WEST,Collection,23/05/2022,105
AGE4263,Now,North,Despite,2023-11-28,253
AGE3103,Artist,East,Address,2022-05-04,252
AGE4265,Certainly,Central,Itself,2023-03-13,263
AGE4266,Claim,North,Leader,12/04/2023,21
AGE4267,Camera,South,Without,2023-09-22,254
AGE4268,Police,West,Small,03-08-2023,40
AGE4269,Hour,Central,Morning,13-05-2024,102
AGE4270,Paper,South,Focus,29/05/2024,284
AGE4271,Best,South,Finish,2022-06-28,207
AGE4272,Evening,Central,Art,01/05/2022,273
AGE4273,Throughout,Central,Make,05/13/2023,203
AGE4274,Before,North,White,10/25/2022,271
AGE4275,Traditional,South,Rest,02/06/2024,251
AGE4276,Half,South,Central,07/27/2024,128
AGE4277,Idea,North,Respond,2023-10-29,138
AGE4278,Drug,West,Apply,03/16/2023,119
AGE4279,Father,South,Really,03/08/2022,159
AGE4280,Determine,North,Art,11/17/2023,132
AGE4281,Speak,West,Clear,2024-03-01,250
AGE4282,Loss,West,Difference,09/24/2024,106
AGE4283,Top,Central,Note,05/02/2024,176
AGE4284,Future,East,Painting,2024-05-10,202
AGE4285,Resource,South,These,08/07/2023,234
AGE4286,Discussion,North,Son,09/21/2024,107
AGE4287,Attorney,South,Feeling,2023-02-22,151
AGE4288,Manage,East,Field,10-09-2024,122
AGE4289,While,West,Contain,01/19/2024,26
AGE4290,Also,Central,Fast,04/16/2022,9
AGE4291,Surface,Central,Firm,2023-11-08,194
AGE4292,Short,North,Career,23-10-2023,178
AGE1535,Exactly,South,Political,2024-06-26,41
AGE4294,Line,North,Perhaps,03/18/2023,0
AGE4295,Always,South,Magazine,20/10/2023,204
AGE4296,Director,South,Ahead,2023-09-01,256
AGE4297,Rate,Central,Brother,2024-03-27,96
AGE4298,Bag,South,Both,2023-03-24,158
AGE4299,Some,North,Scene,01-03-2022,78
AGE4300,Behavior,South,Call,2022-07-13,283
AGE4301,Reduce,West,Just,27/09/2023,130
AGE4302,Pull,East,Prepare,07/31/2023,26
AGE4303,Actually,South,Large,04-05-2023,178
AGE4304,Thing,Central,Off,05/02/2024,40
AGE4305,Less,West,Argue,10-11-2023,48
AGE4306,Class,East,Reason,10/08/2022,270
AGE4307,Air,North,Thing,02/14/2023,260
AGE4308,Scene,Central,Me,02/01/2022,256
AGE4309,Trial,North,Question,12/03/2022,35
AGE4310,Through,North,Pull,01/10/2023,196
AGE1051,Once,West,Agreement,2024-05-11,101
AGE4312,Enter,South,Away,07/15/2023,54
AGE4313,Sense,East,Unit,03/12/2023,264
AGE4314,Raise,Central,Give,03-06-2024,198
AGE4315,Method,West,Land,07/25/2023,16
AGE4316,Scene,central,Let,25/04/2024,107
AGE4317,Son,South,Threat,01/15/2023,68
AGE4318,Late,North,Mrs,20-08-2023,275
AGE4319,Well,East,Reason,2024-11-07,114
AGE4320,During,West,Political,2023-05-04,157
AGE4321,Our,North,Them,02/22/2022,37
AGE4322,Not,Central,Laugh,04/15/2023,293
AGE4323,Season,Central,Store,07/27/2024,116
AGE1327,Even,Central,Late,04-06-2023,287
AGE4325,Science,EAST,Summer,01/23/2023,37
AGE4326,Course,South,My,22/09/2023,123
AGE4327,Carry,Central,Leave,2023-02-24,180
AGE4328,Himself,North,Huge,12/05/2024,9
AGE4329,Position,North,Bar,2024-07-01,207
AGE4330,Decision,South,Customer,07/18/2024,293
AGE4331,People,South,Test,07-12-2022,174
AGE4332,Hard,South,Huge,2023-08-21,103
AGE4333,Entire,East,People,2022-09-17,183
AGE4334,Marriage,West,Idea,13-01-2022,255
AGE2056,Option,West,Mission,30/09/2024,132
AGE4336,Television,Central,Window,2022-01-14,59
AGE4337,Family,north,Something,2024-06-26,45
AGE4338,The,West,Production,09/21/2024,115
AGE2778,Mouth,Central,Character,16-07-2023,290
AGE1007,Condition,West,Bit,16-05-2022,257
AGE4341,Address,Central,Five,16-08-2024,170
AGE4342,Draw,Central,Series,29/08/2022,46
AGE4343,Age,north,Task,08/10/2023,164
AGE4344,He,West,Toward,01/17/2022,255
AGE4345,Suggest,SOUTH,Blue,28/09/2022,79
AGE4346,Certainly,South,Small,04/01/2022,255
AGE4347,Capital,Central,Success,2022-09-27,48
AGE4348,Today,Central,Floor,2024-01-24,75
AGE4349,Commercial,east,Figure,2023-05-08,147
AGE4350,Safe,WEST,Able,17-01-2022,221
INVALID_63,Debate,North,Agent,2024-09-06,104
AGE4352,Bag,South,Heart,2024-10-07,127
AGE4353,Least,West,Those,19-09-2022,141
AGE4354,Condition,CENTRAL,Bad,01/30/2023,130
AGE4355,At,West,Trial,19/12/2023,180
AGE4356,Now,West,Record,25-10-2024,26
AGE4357,Stage,North,Big,08-11-2024,142
AGE4358,Green,Central,Father,04/26/2023,247
AGE4359,Number,East,Impact,04/06/2022,98
INVALID_54,What,West,Offer,2024-10-01,233
AGE4361,Day,Central,Leg,03/14/2022,28
AGE4362,Imagine,West,Difference,2023-12-01,126
AGE4363,Soldier,South,Reality,02/28/2024,263
AGE4364,National,South,Whether,15-06-2023,42
AGE4365,Former,West,Method,02/09/2024,41
AGE4366,Industry,Central,Response,18-03-2024,264
AGE4367,Themselves,South,Shoulder,27/06/2023,268
AGE4368,Especially,NORTH,Idea,24/06/2022,289
AGE4369,Per,East,Expert,27-12-2023,9999
AGE4370,After,South,Democratic,01/01/2022,174
AGE4371,Probably,West,Role,2022-08-22,24
AGE4372,Window,North,Across,10/22/2024,208
AGE4373,Republican,West,Amount,08/24/2023,129
AGE4374,Building,Central,Worker,2023-12-28,9999
AGE4375,Simple,North,Western,11/23/2022,296
AGE4376,Simply,West,Choose,12/12/2024,93
AGE4377,Opportunity,South,Think,05/14/2024,9999
AGE4378,Away,Central,Father,08-10-2022,126
AGE4379,Role,Central,For,2022-05-17,138
AGE4380,Career,North,Information,10/30/2024,277
AGE4381,Purpose,West,Late,17-06-2023,135
AGE4382,Language,East,Course,09/04/2022,281
AGE4383,After,Central,Success,01/11/2023,182
AGE4384,Provide,Central,Often,09/19/2024,169
AGE4385,Site,North,Shake,11-02-2024,228
AGE4386,Also,West,Myself,23/11/2024,99
AGE4387,Growth,north,Cultural,30/10/2024,75
AGE4388,Summer,East,Goal,11/27/2024,269
AGE4389,Less,West,Information,10/25/2023,109
AGE4390,Part,Central,Rate,06-03-2023,238
AGE4391,Fill,East,Buy,25-12-2024,0
AGE4392,List,North,War,03-06-2022,166
AGE4393,Pick,East,Rate,2024-11-21,32
AGE4394,Question,North,Man,11/29/2024,298
AGE4395,Shoulder,North,Style,16/02/2022,81
AGE4396,Pull,West,Half,28/10/2022,282
AGE4397,Can,East,Building,2024-06-19,276
AGE4398,Can,Central,Couple,2024-09-18,248
AGE4399,Center,East,Indeed,2022-07-07,247
AGE4400,Knowledge,West,Eight,06/29/2023,17
AGE4401,Successful,Central,Letter,21-02-2022,156
AGE4402,Area,Central,Coach,02/26/2023,77
AGE4403,Police,East,Mouth,27/05/2022,263
AGE4404,Responsibility,North,Note,02/13/2024,166
AGE2650,Three,South,Eat,20-12-2024,151
AGE4406,Official,West,Look,11/04/2024,55
AGE4407,Reveal,South,Increase,12/20/2023,149
AGE4408,Challenge,east,Provide,25-07-2023,252
AGE2708,Back,East,Table,12/05/2022,21
AGE4410,Then,North,Once,06/06/2023,258
AGE4411,Week,South,Five,11/22/2022,124
AGE4412,Then,East,Address,26-07-2024,41
AGE4413,Today,North,Score,2024-03-30,297
AGE4414,Small,Central,Morning,29/08/2024,9
AGE4415,Finish,Central,Actually,28-09-2022,22
AGE4416,Describe,Central,Agreement,29-09-2022,152
AGE4417,Similar,South,Film,02/29/2024,121
AGE4418,Suddenly,East,Forward,2023-09-22,108
AGE4419,Clearly,West,Point,09/09/2024,212
AGE4420,Evening,East,Help,29-06-2024,159
AGE4421,Again,east,Answer,07/07/2022,20
AGE4422,Against,East,Whose,29-06-2024,258
AGE4423,Treat,West,When,05/06/2024,8
AGE4424,If,West,Draw,2024-08-08,284
AGE4425,Whether,North,Blood,12/12/2023,37
INVALID_29,Dog,West,Difference,27/05/2022,155
AGE4427,Ten,Central,Evidence,30/06/2022,241
AGE4428,Phone,South,Ahead,29/10/2024,181
AGE4429,Drop,East,Price,05-07-2022,47
AGE4430,Write,West,Religious,19/10/2022,78
AGE4431,Police,North,Expert,2022-05-29,268
AGE4432,Write,West,Billion,25-06-2024,177
AGE4433,Company,South,Behind,03/13/2022,126
AGE4434,Speech,Central,Talk,04/05/2023,219
AGE4435,Million,Central,Painting,17-05-2022,275
AGE4436,President,Central,Ability,2024-08-05,217
AGE4437,Southern,South,Wish,04/26/2023,294
AGE4438,Move,West,Impact,2024-11-13,11
AGE4439,Coach,north,Woman,15/12/2023,62
AGE4440,Boy,West,Actually,07/19/2023,56
AGE4441,Window,North,Figure,21-03-2022,151
AGE4442,Civil,Central,Her,09/15/2023,22
AGE4443,Effect,East,Point,2024-06-21,114
AGE4444,Husband,East,First,12/28/2023,164
AGE4445,We,West,Several,10/13/2023,245
AGE4446,Police,West,Mr,02-01-2023,32
AGE4447,Piece,West,Service,2023-06-15,9999
AGE4448,Bring,South,Reveal,2022-11-10,89
AGE4449,Everybody,North,Husband,2022-09-14,173
